run_id	sequence_accession	score	percent_identity	n_reads	viral_name	BioSample
SRR8385300	NC_007605.1	100	99	23075	Epstein-Barr virus	SAMN10686159
SRR8385301	NC_007605.1	100	99	23521	Epstein-Barr virus	SAMN10686159
SRR8385302	NC_007605.1	100	99	7936	Epstein-Barr virus	SAMN10686159
SRR8385303	NC_007605.1	100	99	7610	Epstein-Barr virus	SAMN10686159
SRR8385304	NC_007605.1	100	99	7917	Epstein-Barr virus	SAMN10686159
SRR8385305	NC_007605.1	100	99	7832	Epstein-Barr virus	SAMN10686159
SRR8385306	NC_007605.1	100	99	21285	Epstein-Barr virus	SAMN10686158
SRR8385307	NC_007605.1	100	99	21515	Epstein-Barr virus	SAMN10686158
SRR8385308	NC_007605.1	100	99	6998	Epstein-Barr virus	SAMN10686158
SRR8385309	NC_007605.1	100	99	6629	Epstein-Barr virus	SAMN10686158
SRR8385310	NC_007605.1	100	99	7058	Epstein-Barr virus	SAMN10686158
SRR8385311	NC_007605.1	100	99	6837	Epstein-Barr virus	SAMN10686158
SRR8385312	NC_007605.1	100	99	22121	Epstein-Barr virus	SAMN10686157
SRR8385313	NC_007605.1	100	99	22654	Epstein-Barr virus	SAMN10686157
SRR8385314	NC_007605.1	100	99	8673	Epstein-Barr virus	SAMN10686157
SRR8385315	NC_007605.1	100	99	8632	Epstein-Barr virus	SAMN10686157
SRR8385316	NC_007605.1	100	99	8558	Epstein-Barr virus	SAMN10686157
SRR8385317	NC_007605.1	100	99	8604	Epstein-Barr virus	SAMN10686157
SRR8401383	NC_009333.1	100	99	27379	Human herpesvirus 8	SAMN10698031
SRR8401384	NC_009333.1	100	100	398047	Human herpesvirus 8	SAMN10698030
SRR8418468	NC_007605.1	57	100	1370	Epstein-Barr virus	SAMN10714927
SRR8422111	NC_001806.2	100	95	7935	Human herpesvirus 1	SAMN10713778
SRR8422112	NC_001806.2	100	95	2246	Human herpesvirus 1	SAMN10713777
SRR8422113	NC_001806.2	100	96	14345	Human herpesvirus 1	SAMN10713776
SRR8422114	NC_001806.2	100	98	9337	Human herpesvirus 1	SAMN10713775
SRR8422115	NC_001806.2	100	98	93928	Human herpesvirus 1	SAMN10713774
SRR8422115	NC_001798.2	78	92	630	Human herpesvirus 2	SAMN10713774
SRR8422116	NC_001806.2	100	98	59758	Human herpesvirus 1	SAMN10713773
SRR8422116	NC_001798.2	100	92	790	Human herpesvirus 2	SAMN10713773
SRR8422117	NC_001806.2	100	98	418818	Human herpesvirus 1	SAMN10713772
SRR8422117	NC_001798.2	100	93	2598	Human herpesvirus 2	SAMN10713772
SRR8422118	NC_006560.1	96	89	671	Cercopithecine herpesvirus	SAMN10713771
SRR8422118	NC_001806.2	100	98	201312	Human herpesvirus 1	SAMN10713771
SRR8422118	NC_001798.2	100	92	3734	Human herpesvirus 2	SAMN10713771
SRR8422119	NC_006560.1	100	87	3589	Cercopithecine herpesvirus	SAMN10713770
SRR8422119	NC_001806.2	100	98	7711559	Human herpesvirus 1	SAMN10713770
SRR8422119	NC_001798.2	100	92	51597	Human herpesvirus 2	SAMN10713770
SRR8422120	NC_006560.1	100	89	2723	Cercopithecine herpesvirus	SAMN10713769
SRR8422120	NC_001806.2	100	98	2539589	Human herpesvirus 1	SAMN10713769
SRR8422120	NC_001798.2	100	93	17143	Human herpesvirus 2	SAMN10713769
SRR8422121	NC_001806.2	100	98	34016	Human herpesvirus 1	SAMN10713768
SRR8422121	NC_001798.2	99	92	601	Human herpesvirus 2	SAMN10713768
SRR8422122	NC_006560.1	57	88	169	Cercopithecine herpesvirus	SAMN10713767
SRR8422122	NC_001806.2	100	98	168122	Human herpesvirus 1	SAMN10713767
SRR8422122	NC_001798.2	100	92	2187	Human herpesvirus 2	SAMN10713767
SRR8422123	NC_001806.2	100	94	876	Human herpesvirus 1	SAMN10713766
SRR8422124	NC_001806.2	100	95	11249	Human herpesvirus 1	SAMN10713765
SRR8422125	NC_001806.2	100	98	22180	Human herpesvirus 1	SAMN10713764
SRR8422126	NC_006560.1	59	89	209	Cercopithecine herpesvirus	SAMN10713763
SRR8422126	NC_001806.2	100	98	153325	Human herpesvirus 1	SAMN10713763
SRR8422126	NC_001798.2	100	92	2229	Human herpesvirus 2	SAMN10713763
SRR8424338	NC_010277.2	59	99	22851	Merkel cell polyomavirus	SAMN10719204
SRR8424339	NC_010277.2	62	99	8658	Merkel cell polyomavirus	SAMN10719203
SRR8424340	NC_010277.2	61	99	2161	Merkel cell polyomavirus	SAMN10719202
SRR8424341	NC_010277.2	58	99	2360	Merkel cell polyomavirus	SAMN10719201
SRR8424342	NC_010277.2	64	99	33061	Merkel cell polyomavirus	SAMN10719200
SRR8424343	NC_010277.2	60	99	5475	Merkel cell polyomavirus	SAMN10719199
SRR8424344	NC_010277.2	58	99	5903	Merkel cell polyomavirus	SAMN10719198
SRR8424345	NC_010277.2	59	99	5184	Merkel cell polyomavirus	SAMN10719197
SRR8427168	NC_007605.1	100	98	232766	Epstein-Barr virus	SAMN10532544
SRR8428463	NC_001405.1	100	97	18877486	Human adenovirus	SAMN10719980
SRR8437610	NC_007605.1	100	98	198739	Epstein-Barr virus	SAMN10532545
SRR8437614	NC_007605.1	100	98	164737	Epstein-Barr virus	SAMN10532543
SRR8450172	NC_006273.2	83	97	549	Human cytomegalovirus	SAMN10762403
SRR846951	NC_007605.1	83	99	929	Epstein-Barr virus	SAMN02117507
SRR8476365	NC_007605.1	73	99	34362	Epstein-Barr virus	SAMN10791441
SRR8476368	NC_007605.1	71	99	1969	Epstein-Barr virus	SAMN10791440
SRR8476369	NC_007605.1	74	98	17935	Epstein-Barr virus	SAMN10791443
SRR8489627	NC_006273.2	60	98	275	Human cytomegalovirus	SAMN10821834
SRR8503820	NC_007605.1	100	99	5573	Epstein-Barr virus	SAMN10842148
SRR8505336	NC_007605.1	100	98	119463	Epstein-Barr virus	SAMN02731495
SRR8505337	NC_007605.1	100	98	73361	Epstein-Barr virus	SAMN02731493
SRR8505338	NC_007605.1	100	98	127843	Epstein-Barr virus	SAMN02731497
SRR8505339	NC_007605.1	100	98	360113	Epstein-Barr virus	SAMN02731498
SRR8505340	NC_007605.1	100	98	372520	Epstein-Barr virus	SAMN02731494
SRR8505341	NC_007605.1	100	98	211369	Epstein-Barr virus	SAMN02731499
SRR8505342	NC_007605.1	100	99	175051	Epstein-Barr virus	SAMN02731504
SRR8505343	NC_007605.1	100	98	137827	Epstein-Barr virus	SAMN02731505
SRR8505344	NC_007605.1	100	99	163444	Epstein-Barr virus	SAMN02731501
SRR8505345	NC_007605.1	100	99	89439	Epstein-Barr virus	SAMN02731500
SRR8505346	NC_007605.1	100	98	143038	Epstein-Barr virus	SAMN02731502
SRR8505347	NC_007605.1	100	99	371408	Epstein-Barr virus	SAMN02731503
SRR8510450	NC_009333.1	87	99	1480	Human herpesvirus 8	SAMN10850168
SRR8510452	NC_009333.1	96	99	9793	Human herpesvirus 8	SAMN10850164
SRR8510454	NC_009333.1	100	99	18076	Human herpesvirus 8	SAMN10850166
SRR8510455	NC_009333.1	100	100	231258	Human herpesvirus 8	SAMN10850159
SRR8510456	NC_009333.1	99	99	2756	Human herpesvirus 8	SAMN10850160
SRR8513132	NC_007605.1	55	100	466	Epstein-Barr virus	SAMN10853715
SRR8513255	NC_007605.1	58	99	539	Epstein-Barr virus	SAMN10853793
SRR8513380	NC_007605.1	93	99	840	Epstein-Barr virus	SAMN10853888
SRR8514721	NC_007605.1	97	100	31830	Epstein-Barr virus	SAMN10854723
SRR8514722	NC_007605.1	94	100	19678	Epstein-Barr virus	SAMN10854722
SRR8514723	NC_007605.1	94	100	15261	Epstein-Barr virus	SAMN10854721
SRR8514724	NC_007605.1	94	100	14593	Epstein-Barr virus	SAMN10854720
SRR8514725	NC_007605.1	97	100	15686	Epstein-Barr virus	SAMN10854719
SRR8514726	NC_007605.1	94	100	15497	Epstein-Barr virus	SAMN10854718
SRR8514727	NC_007605.1	97	100	24094	Epstein-Barr virus	SAMN10854717
SRR8514728	NC_007605.1	94	100	15755	Epstein-Barr virus	SAMN10854716
SRR8514729	NC_007605.1	94	100	12711	Epstein-Barr virus	SAMN10854715
SRR8514730	NC_007605.1	98	99	36641	Epstein-Barr virus	SAMN10854714
SRR8514731	NC_007605.1	98	99	31679	Epstein-Barr virus	SAMN10854713
SRR8514732	NC_007605.1	98	99	29716	Epstein-Barr virus	SAMN10854712
SRR8514733	NC_007605.1	99	99	521650	Epstein-Barr virus	SAMN10854711
SRR8514734	NC_007605.1	99	99	58437	Epstein-Barr virus	SAMN10854731
SRR8514735	NC_007605.1	99	99	63685	Epstein-Barr virus	SAMN10854730
SRR8514736	NC_007605.1	99	99	72355	Epstein-Barr virus	SAMN10854729
SRR8514737	NC_007605.1	98	99	57447	Epstein-Barr virus	SAMN10854728
SRR8514738	NC_007605.1	98	99	101691	Epstein-Barr virus	SAMN10854727
SRR8526677	NC_001806.2	60	99	272	Human herpesvirus 1	SAMN10868664
SRR8526678	NC_001806.2	65	98	218	Human herpesvirus 1	SAMN10868664
SRR8526679	NC_001806.2	62	98	241	Human herpesvirus 1	SAMN10868664
SRR8526681	NC_001806.2	100	99	1329386	Human herpesvirus 1	SAMN10868663
SRR8526682	NC_001806.2	100	98	1208568	Human herpesvirus 1	SAMN10868663
SRR8526683	NC_001806.2	100	98	1152293	Human herpesvirus 1	SAMN10868663
SRR8526683	NC_001798.2	52	98	5689	Human herpesvirus 2	SAMN10868663
SRR8526684	NC_001806.2	100	98	832576	Human herpesvirus 1	SAMN10868663
SRR8526685	NC_001806.2	100	99	308306	Human herpesvirus 1	SAMN10868662
SRR8526686	NC_001806.2	100	97	276554	Human herpesvirus 1	SAMN10868662
SRR8526687	NC_001806.2	100	98	245155	Human herpesvirus 1	SAMN10868662
SRR8526688	NC_001806.2	100	98	175644	Human herpesvirus 1	SAMN10868662
SRR8526689	NC_001806.2	96	99	2751	Human herpesvirus 1	SAMN10868661
SRR8526690	NC_001806.2	99	99	4432	Human herpesvirus 1	SAMN10868661
SRR8526691	NC_001806.2	100	99	5063	Human herpesvirus 1	SAMN10868660
SRR8526692	NC_001806.2	73	99	357	Human herpesvirus 1	SAMN10868660
SRR8526693	NC_001806.2	74	99	356	Human herpesvirus 1	SAMN10868660
SRR8526694	NC_001806.2	100	99	108714	Human herpesvirus 1	SAMN10868659
SRR8526695	NC_001806.2	100	99	77816	Human herpesvirus 1	SAMN10868659
SRR8526696	NC_001806.2	100	100	1049393	Human herpesvirus 1	SAMN10868658
SRR8526696	NC_001798.2	58	99	4580	Human herpesvirus 2	SAMN10868658
SRR8526697	NC_001806.2	100	100	392475	Human herpesvirus 1	SAMN10868658
SRR8526698	NC_001806.2	100	100	331593	Human herpesvirus 1	SAMN10868658
SRR8526699	NC_001806.2	100	99	12248513	Human herpesvirus 1	SAMN10868657
SRR8526699	NC_001798.2	95	99	61920	Human herpesvirus 2	SAMN10868657
SRR8526700	NC_001806.2	100	99	26527366	Human herpesvirus 1	SAMN10868657
SRR8526700	NC_001798.2	85	99	131863	Human herpesvirus 2	SAMN10868657
SRR8526701	NC_001806.2	100	100	32884343	Human herpesvirus 1	SAMN10868656
SRR8526701	NC_001798.2	86	99	126952	Human herpesvirus 2	SAMN10868656
SRR8526702	NC_001806.2	100	100	12328866	Human herpesvirus 1	SAMN10868656
SRR8526702	NC_001798.2	72	99	48016	Human herpesvirus 2	SAMN10868656
SRR8526703	NC_001806.2	100	100	10619406	Human herpesvirus 1	SAMN10868656
SRR8526703	NC_001798.2	75	99	42121	Human herpesvirus 2	SAMN10868656
SRR8526704	NC_001806.2	100	99	84279	Human herpesvirus 1	SAMN10868655
SRR8526705	NC_001806.2	100	99	38193	Human herpesvirus 1	SAMN10868655
SRR8526706	NC_001806.2	100	99	434148	Human herpesvirus 1	SAMN10868654
SRR8526707	NC_001806.2	100	99	153290	Human herpesvirus 1	SAMN10868654
SRR8526708	NC_001806.2	100	99	140120	Human herpesvirus 1	SAMN10868654
SRR8526709	NC_001806.2	100	99	9294768	Human herpesvirus 1	SAMN10868653
SRR8526709	NC_001798.2	87	99	46488	Human herpesvirus 2	SAMN10868653
SRR8526710	NC_001806.2	100	99	15392285	Human herpesvirus 1	SAMN10868653
SRR8526710	NC_001798.2	75	100	76150	Human herpesvirus 2	SAMN10868653
SRR8526711	NC_001806.2	100	100	12440341	Human herpesvirus 1	SAMN10868652
SRR8526711	NC_001798.2	73	100	57702	Human herpesvirus 2	SAMN10868652
SRR8526712	NC_001806.2	100	100	4396003	Human herpesvirus 1	SAMN10868652
SRR8526712	NC_001798.2	67	100	20525	Human herpesvirus 2	SAMN10868652
SRR8526713	NC_001806.2	100	100	4484261	Human herpesvirus 1	SAMN10868652
SRR8526713	NC_001798.2	69	99	20957	Human herpesvirus 2	SAMN10868652
SRR8526723	NC_006273.2	67	96	188	Human cytomegalovirus	SAMN10868675
SRR8526890	NC_001664.4	78	99	290	Human herpesvirus 6	SAMN10869037
SRR8528537	NC_000883.2	51	99	456	Human parvovirus B19	SAMN10871064
SRR8528583	NC_006273.2	91	99	1216	Human cytomegalovirus	SAMN10871142
SRR8551676	NC_007605.1	100	98	164737	Epstein-Barr virus	SAMN10904685
SRR8551677	NC_007605.1	100	98	232766	Epstein-Barr virus	SAMN10904684
SRR8551678	NC_007605.1	100	98	198739	Epstein-Barr virus	SAMN10904683
SRR8556728	NC_007605.1	96	100	78894	Epstein-Barr virus	SAMN10909889
SRR8556729	NC_007605.1	96	100	16532	Epstein-Barr virus	SAMN10909888
SRR8556730	NC_007605.1	96	100	5464	Epstein-Barr virus	SAMN10909887
SRR8556731	NC_007605.1	96	100	12054	Epstein-Barr virus	SAMN10909886
SRR8556732	NC_007605.1	96	100	24769	Epstein-Barr virus	SAMN10909885
SRR8582196	NC_009333.1	100	100	15350992	Human herpesvirus 8	SAMN10953188
SRR8582197	NC_009333.1	100	100	13077924	Human herpesvirus 8	SAMN10953187
SRR8582198	NC_009333.1	100	100	9612132	Human herpesvirus 8	SAMN10953186
SRR8582199	NC_009333.1	100	100	46162608	Human herpesvirus 8	SAMN10953185
SRR8582200	NC_009333.1	100	100	28198186	Human herpesvirus 8	SAMN10953184
SRR8582201	NC_009333.1	100	100	18119966	Human herpesvirus 8	SAMN10953183
SRR8582202	NC_009333.1	100	100	7517325	Human herpesvirus 8	SAMN10953182
SRR8582203	NC_009333.1	100	100	6714731	Human herpesvirus 8	SAMN10953181
SRR8582204	NC_009333.1	100	100	5278688	Human herpesvirus 8	SAMN10953180
SRR8587778	NC_007605.1	57	98	11171	Epstein-Barr virus	SAMN10962628
SRR8592221	NC_007605.1	80	100	5752	Epstein-Barr virus	SAMN10967719
SRR8592222	NC_007605.1	97	100	67630	Epstein-Barr virus	SAMN10967718
SRR8592223	NC_007605.1	84	100	31792	Epstein-Barr virus	SAMN10967717
SRR8592224	NC_007605.1	65	100	14382	Epstein-Barr virus	SAMN10967716
SRR8592225	NC_007605.1	98	99	2254	Epstein-Barr virus	SAMN10967715
SRR8592226	NC_007605.1	97	100	5815	Epstein-Barr virus	SAMN10967714
SRR8592228	NC_007605.1	98	99	1060	Epstein-Barr virus	SAMN10967712
SRR8592229	NC_007605.1	97	100	4188	Epstein-Barr virus	SAMN10967711
SRR8592235	NC_007605.1	97	100	59848	Epstein-Barr virus	SAMN10967705
SRR8592237	NC_007605.1	84	100	42733	Epstein-Barr virus	SAMN10967703
SRR8592238	NC_007605.1	90	100	19927	Epstein-Barr virus	SAMN10967702
SRR8592239	NC_007605.1	61	100	182	Epstein-Barr virus	SAMN10967701
SRR8592240	NC_007605.1	98	99	2733	Epstein-Barr virus	SAMN10967700
SRR8592244	NC_007605.1	91	100	446	Epstein-Barr virus	SAMN10967695
SRR8592245	NC_007605.1	97	100	1127	Epstein-Barr virus	SAMN10967725
SRR8592246	NC_007605.1	94	100	10461	Epstein-Barr virus	SAMN10967724
SRR8592247	NC_007605.1	94	100	7825	Epstein-Barr virus	SAMN10967696
SRR8596232	NC_001538.1	72	99	1043	BK polyomavirus	SAMN10973950
SRR8596303	NC_001538.1	66	99	798	BK polyomavirus	SAMN10974062
SRR8615288	NC_007605.1	100	98	293207	Epstein-Barr virus	SAMN10988486
SRR8615345	NC_007605.1	100	99	25810	Epstein-Barr virus	SAMN10988039
SRR8615358	NC_007605.1	100	99	122999	Epstein-Barr virus	SAMN10987861
SRR8615380	NC_007605.1	100	97	144242	Epstein-Barr virus	SAMN10988429
SRR8615386	NC_007605.1	59	98	263	Epstein-Barr virus	SAMN10987909
SRR8615586	NC_007605.1	100	98	48874	Epstein-Barr virus	SAMN10989555
SRR8615631	NC_007605.1	68	98	446	Epstein-Barr virus	SAMN10988489
SRR8615635	NC_007605.1	100	99	436332	Epstein-Barr virus	SAMN10987945
SRR8615660	NC_007605.1	100	98	148612	Epstein-Barr virus	SAMN10987603
SRR8615710	NC_007605.1	98	99	126056	Epstein-Barr virus	SAMN10988575
SRR8615711	NC_007605.1	99	99	296429	Epstein-Barr virus	SAMN10988549
SRR8615770	NC_007605.1	100	99	89707	Epstein-Barr virus	SAMN10988332
SRR8615772	NC_009333.1	100	98	245769	Human herpesvirus 8	SAMN10987880
SRR8615957	NC_007605.1	52	99	291	Epstein-Barr virus	SAMN10987924
SRR8615961	NC_007605.1	100	99	86330	Epstein-Barr virus	SAMN10987948
SRR8615966	NC_007605.1	100	99	130821	Epstein-Barr virus	SAMN10987632
SRR8615972	NC_007605.1	100	99	59240	Epstein-Barr virus	SAMN10987653
SRR8616031	NC_007605.1	99	98	45754	Epstein-Barr virus	SAMN10988060
SRR8616137	NC_007605.1	100	98	86088	Epstein-Barr virus	SAMN10988163
SRR8616151	NC_007605.1	100	99	87827	Epstein-Barr virus	SAMN10987599
SRR8632436	NC_007605.1	53	100	209	Epstein-Barr virus	SAMN11020496
SRR8632437	NC_007605.1	97	100	109381	Epstein-Barr virus	SAMN11020497
SRR8641411	NC_001806.2	89	97	360	Human herpesvirus 1	SAMN11027815
SRR8641412	NC_001806.2	100	97	376	Human herpesvirus 1	SAMN11027816
SRR8646160	NC_007605.1	55	99	154	Epstein-Barr virus	SAMN11037438
SRR8646161	NC_001664.4	100	97	5291	Human herpesvirus 6	SAMN11037437
SRR8646162	NC_001664.4	100	98	42877	Human herpesvirus 6	SAMN11037415
SRR8646322	NC_001806.2	100	99	91944	Human herpesvirus 1	SAMN11037851
SRR8646323	NC_001806.2	100	99	189583	Human herpesvirus 1	SAMN11037850
SRR8646323	NC_001798.2	50	99	980	Human herpesvirus 2	SAMN11037850
SRR8646324	NC_001806.2	100	99	109079	Human herpesvirus 1	SAMN11037849
SRR8646325	NC_001806.2	100	99	100867	Human herpesvirus 1	SAMN11037848
SRR8646326	NC_001806.2	100	99	56757	Human herpesvirus 1	SAMN11037847
SRR8646327	NC_001806.2	100	99	369984	Human herpesvirus 1	SAMN11037846
SRR8646327	NC_001798.2	54	99	1450	Human herpesvirus 2	SAMN11037846
SRR8780973	NC_007605.1	98	99	6314	Epstein-Barr virus	SAMN11248635
SRR8780974	NC_007605.1	95	99	4469	Epstein-Barr virus	SAMN11248631
SRR8780975	NC_007605.1	98	99	3579	Epstein-Barr virus	SAMN11248630
SRR8787263	NC_001806.2	84	98	538	Human herpesvirus 1	SAMN11258655
SRR8787264	NC_001806.2	100	97	1312	Human herpesvirus 1	SAMN11258654
SRR8787265	NC_001806.2	98	99	1527	Human herpesvirus 1	SAMN11258653
SRR8787266	NC_001806.2	98	99	955	Human herpesvirus 1	SAMN11258652
SRR8787267	NC_006560.1	78	92	553	Cercopithecine herpesvirus	SAMN11258651
SRR8787267	NC_001806.2	100	99	15029451	Human herpesvirus 1	SAMN11258651
SRR8787267	NC_001798.2	100	96	34763	Human herpesvirus 2	SAMN11258651
SRR8787268	NC_006560.1	84	92	966	Cercopithecine herpesvirus	SAMN11258650
SRR8787268	NC_001806.2	100	99	10496596	Human herpesvirus 1	SAMN11258650
SRR8787268	NC_001798.2	100	95	24963	Human herpesvirus 2	SAMN11258650
SRR8787269	NC_006560.1	89	92	1064	Cercopithecine herpesvirus	SAMN11258649
SRR8787269	NC_001806.2	100	99	18597029	Human herpesvirus 1	SAMN11258649
SRR8787269	NC_001798.2	100	96	64362	Human herpesvirus 2	SAMN11258649
SRR8787270	NC_006560.1	60	92	263	Cercopithecine herpesvirus	SAMN11258648
SRR8787270	NC_001806.2	100	99	4970165	Human herpesvirus 1	SAMN11258648
SRR8787270	NC_001798.2	100	96	14686	Human herpesvirus 2	SAMN11258648
SRR8787271	NC_001806.2	79	98	439	Human herpesvirus 1	SAMN11258647
SRR8787272	NC_001806.2	100	99	20129362	Human herpesvirus 1	SAMN11258646
SRR8787272	NC_001798.2	100	96	38042	Human herpesvirus 2	SAMN11258646
SRR8787273	NC_001806.2	100	96	3547	Human herpesvirus 1	SAMN11258645
SRR8787274	NC_006560.1	51	91	144	Cercopithecine herpesvirus	SAMN11258644
SRR8787274	NC_001806.2	100	99	11083663	Human herpesvirus 1	SAMN11258644
SRR8787274	NC_001798.2	100	95	21126	Human herpesvirus 2	SAMN11258644
SRR8787275	NC_001806.2	100	98	6777	Human herpesvirus 1	SAMN11258643
SRR8787276	NC_006560.1	63	90	261	Cercopithecine herpesvirus	SAMN11258642
SRR8787276	NC_001806.2	100	99	22017796	Human herpesvirus 1	SAMN11258642
SRR8787276	NC_001798.2	100	96	64763	Human herpesvirus 2	SAMN11258642
SRR8787277	NC_001806.2	100	96	1009	Human herpesvirus 1	SAMN11258641
SRR8787278	NC_001806.2	100	99	7882330	Human herpesvirus 1	SAMN11258640
SRR8787278	NC_001798.2	99	96	21090	Human herpesvirus 2	SAMN11258640
SRR8787279	NC_006560.1	56	92	310	Cercopithecine herpesvirus	SAMN11258639
SRR8787279	NC_001806.2	100	99	7579119	Human herpesvirus 1	SAMN11258639
SRR8787279	NC_001798.2	100	98	38912	Human herpesvirus 2	SAMN11258639
SRR8787280	NC_001806.2	100	99	719796	Human herpesvirus 1	SAMN11258638
SRR8787280	NC_001798.2	85	97	3717	Human herpesvirus 2	SAMN11258638
SRR8787281	NC_006560.1	66	92	548	Cercopithecine herpesvirus	SAMN11258637
SRR8787281	NC_001806.2	100	99	10336408	Human herpesvirus 1	SAMN11258637
SRR8787281	NC_001798.2	100	98	59980	Human herpesvirus 2	SAMN11258637
SRR8787282	NC_006560.1	55	91	176	Cercopithecine herpesvirus	SAMN11258636
SRR8787282	NC_001806.2	100	99	3823942	Human herpesvirus 1	SAMN11258636
SRR8787282	NC_001798.2	100	98	20004	Human herpesvirus 2	SAMN11258636
SRR8787283	NC_001806.2	100	99	8935043	Human herpesvirus 1	SAMN11258635
SRR8787283	NC_001798.2	94	98	44932	Human herpesvirus 2	SAMN11258635
SRR8787284	NC_001806.2	100	99	900425	Human herpesvirus 1	SAMN11258634
SRR8787284	NC_001798.2	58	97	4142	Human herpesvirus 2	SAMN11258634
SRR8787285	NC_006560.1	50	90	147	Cercopithecine herpesvirus	SAMN11258633
SRR8787285	NC_001806.2	100	99	16075000	Human herpesvirus 1	SAMN11258633
SRR8787285	NC_001798.2	100	98	79231	Human herpesvirus 2	SAMN11258633
SRR8787286	NC_001806.2	100	99	7290687	Human herpesvirus 1	SAMN11258632
SRR8787286	NC_001798.2	90	98	35292	Human herpesvirus 2	SAMN11258632
SRR8867675	NC_007605.1	61	98	198	Epstein-Barr virus	SAMN11369662
SRR8878927	NC_007605.1	100	99	10470	Epstein-Barr virus	SAMN11392370
SRR8878931	NC_007605.1	100	100	13939	Epstein-Barr virus	SAMN11392366
SRR8878935	NC_007605.1	100	100	36112	Epstein-Barr virus	SAMN11392362
SRR8878939	NC_007605.1	100	99	13415	Epstein-Barr virus	SAMN11392358
SRR8878940	NC_007605.1	100	100	40033	Epstein-Barr virus	SAMN11392357
SRR8878943	NC_007605.1	100	100	47713	Epstein-Barr virus	SAMN11392354
SRR8903044	NC_006273.2	59	100	366	Human cytomegalovirus	SAMN11420998
SRR8908562	NC_001716.2	98	98	5322	Human herpesvirus 7	SAMN11435646
SRR8908563	NC_001716.2	100	99	5846	Human herpesvirus 7	SAMN11435646
SRR8914646	NC_009333.1	73	98	15813	Human herpesvirus 8	SAMN11439663
SRR8914647	NC_009333.1	71	98	13287	Human herpesvirus 8	SAMN11439687
SRR8914648	NC_009333.1	100	98	956917	Human herpesvirus 8	SAMN11439686
SRR8914649	NC_009333.1	95	98	427614	Human herpesvirus 8	SAMN11439685
SRR8914650	NC_009333.1	100	98	1201911	Human herpesvirus 8	SAMN11439684
SRR8914651	NC_009333.1	100	98	880015	Human herpesvirus 8	SAMN11439683
SRR8914652	NC_009333.1	100	99	832348	Human herpesvirus 8	SAMN11439682
SRR8914653	NC_009333.1	100	99	851629	Human herpesvirus 8	SAMN11439681
SRR8914654	NC_009333.1	100	99	762466	Human herpesvirus 8	SAMN11439680
SRR8914655	NC_009333.1	100	99	965178	Human herpesvirus 8	SAMN11439679
SRR8914656	NC_009333.1	100	99	669287	Human herpesvirus 8	SAMN11439678
SRR8914657	NC_009333.1	100	98	417396	Human herpesvirus 8	SAMN11439677
SRR8914658	NC_009333.1	100	99	37390	Human herpesvirus 8	SAMN11439676
SRR8914659	NC_009333.1	100	99	28203	Human herpesvirus 8	SAMN11439675
SRR8914660	NC_009333.1	100	99	364860	Human herpesvirus 8	SAMN11439674
SRR8914661	NC_009333.1	100	99	260076	Human herpesvirus 8	SAMN11439673
SRR8914662	NC_009333.1	100	99	596075	Human herpesvirus 8	SAMN11439672
SRR8914663	NC_009333.1	100	99	403947	Human herpesvirus 8	SAMN11439671
SRR8914664	NC_009333.1	100	99	682518	Human herpesvirus 8	SAMN11439670
SRR8914665	NC_009333.1	100	99	562352	Human herpesvirus 8	SAMN11439669
